screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users
NewsMedical,News Medical,39211040,1260721485745881090,/NewsMedical/status/1260721485745881090,2020-05-13 23:59:59,1589414399,Should school closures related to COVID-19 be continued long-term? https://www.news-medical.net/news/20200513/Should-school-closures-related-to-COVID-19-be-continued-long-term.aspx … @JAMAPediatrics #Coronavirus #Education #SARSCoV2 #COVID19 #CV19 #Virus #Pandemic #Schools #SchoolClosurepic.twitter.com/EMd09z00vX,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Should school closures related to COVID-19 be continued long-term? <a class=""twitter-timeline-link"" data-expanded-url=""https://www.news-medical.net/news/20200513/Should-school-closures-related-to-COVID-19-be-continued-long-term.aspx"" dir=""ltr"" href=""https://t.co/C8Tc8NdWRm"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.news-medical.net/news/20200513/Should-school-closures-related-to-COVID-19-be-continued-long-term.aspx""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">news-medical.net/news/20200513/</span><span class=""invisible"">Should-school-closures-related-to-COVID-19-be-continued-long-term.aspx</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""54327995"" dir=""ltr"" href=""/JAMAPediatrics""><s>@</s><b>JAMAPediatrics</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Coronavirus?src=hash""><s>#</s><b><strong>Coronavirus</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Education?src=hash""><s>#</s><b>Education</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SARSCoV2?src=hash""><s>#</s><b>SARSCoV2</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/COVID19?src=hash""><s>#</s><b><strong>COVID19</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/CV19?src=hash""><s>#</s><b>CV19</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Virus?src=hash""><s>#</s><b><strong>Virus</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Pandemic?src=hash""><s>#</s><b>Pandemic</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Schools?src=hash""><s>#</s><b>Schools</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SchoolClosure?src=hash""><s>#</s><b>SchoolClosure</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/EMd09z00vX"">pic.twitter.com/EMd09z00vX</a></p>",['https://www.news-medical.net/news/20200513/Should-school-closures-related-to-COVID-19-be-continued-long-term.aspx'],"['Coronavirus', 'Education', 'SARSCoV2', 'COVID19', 'CV19', 'Virus', 'Pandemic', 'Schools', 'SchoolClosurepic']",True,['https://pbs.twimg.com/media/EX77gmOXgAU8F1N.jpg'],,0,0,0,False,False,,[]
SONANDARIL,ANDERSON LIRA,73372157,1260721485737533440,/SONANDARIL/status/1260721485737533440,2020-05-13 23:59:59,1589414399,"Centro de São Paulo com lojas fechadas em quarentena para conter a pandemia do novo coronavírus (covid-19). Se você puder, fique em casa!
.
.
.
#andeliraph #lira_foto #fiqueemcasa #arfocsp #fotojornalismo… https://www.instagram.com/p/CAJbnd2nK_b/?igshid=3g4bbmws5sgq …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">Centro de São Paulo com lojas fechadas em quarentena para conter a pandemia do novo <strong>coronavírus</strong> (covid-19). Se você puder, fique em casa!
.
.
.
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/andeliraph?src=hash""><s>#</s><b>andeliraph</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/lira_foto?src=hash""><s>#</s><b>lira_foto</b></a> <span class=""twitter-hashflag-container""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/fiqueemcasa?src=hash""><s>#</s><b>fiqueemcasa</b></a><a dir=""ltr"" href=""/hashtag/fiqueemcasa?src=hash""><img alt="""" class=""twitter-hashflag"" draggable=""false"" src=""https://abs.twimg.com/hashflags/StayHome_2020/StayHome_2020.png""/></a></span> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/arfocsp?src=hash""><s>#</s><b>arfocsp</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/fotojornalismo?src=hash""><s>#</s><b>fotojornalismo</b></a>… <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/CAJbnd2nK_b/?igshid=3g4bbmws5sgq"" dir=""ltr"" href=""https://t.co/a8au2Ii9tH"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/CAJbnd2nK_b/?igshid=3g4bbmws5sgq""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/CAJbnd2nK_b/</span><span class=""invisible"">?igshid=3g4bbmws5sgq</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://www.instagram.com/p/CAJbnd2nK_b/?igshid=3g4bbmws5sgq'],"['andeliraph', 'lira_foto', 'fiqueemcasa', 'arfocsp', 'fotojornalismo']",False,[],,0,0,0,False,False,,[]
AnahuacPosgrado,Posgrados y Educación Continua Qro,94681918,1260721484315713537,/AnahuacPosgrado/status/1260721484315713537,2020-05-13 23:59:59,1589414399,"Con una negociación efectiva dale la vuelta a los efectos post COVID-19.
#LiderazgoAnáhuac #PosgradosAnáhuacQro #Negociación #Harvard #COVID19
https://hubs.ly/H0qvT8S0 ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Con una negociación efectiva dale la vuelta a los efectos post COVID-19.
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/LiderazgoAn%C3%A1huac?src=hash""><s>#</s><b>LiderazgoAnáhuac</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/PosgradosAn%C3%A1huacQro?src=hash""><s>#</s><b>PosgradosAnáhuacQro</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Negociaci%C3%B3n?src=hash""><s>#</s><b>Negociación</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Harvard?src=hash""><s>#</s><b>Harvard</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/COVID19?src=hash""><s>#</s><b><strong>COVID19</strong></b></a>
<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://hubs.ly/H0qvT8S0"" dir=""ltr"" href=""https://t.co/5r2KrXU71a"" rel=""nofollow noopener"" target=""_blank"" title=""https://hubs.ly/H0qvT8S0""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">hubs.ly/H0qvT8S0</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['https://hubs.ly/H0qvT8S0'],"['LiderazgoAnáhuac', 'PosgradosAnáhuacQro', 'Negociación', 'Harvard', 'COVID19']",False,[],,1,0,0,False,False,,[]
juliasgfg,J U L I A,1095429382758457344,1260721484080852998,/juliasgfg/status/1260721484080852998,2020-05-13 23:59:59,1589414399,"Why would we fight.. id literally hug everyone, f the corona virus","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Why would we fight.. id literally hug everyone, f the <strong>corona</strong> <strong>virus</strong></p>",[],[],False,[],,8,0,0,False,True,1260684983754199046,"[{'screen_name': 'Iukecores', 'user_id': '1066765988966866944'}]"
JeanetteDeForge,Jeanette DeForge,2149914992,1260721483153911815,/JeanetteDeForge/status/1260721483153911815,2020-05-13 23:59:59,1589414399,I’m counting #coronavirus exile with #ski stickers. For Day 42 I’m returning to childhood fav #Pico in #Vermont @ski_vermont @PicoMountainpic.twitter.com/uKDQcNJqiv,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I’m counting <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/coronavirus?src=hash""><s>#</s><b><strong>coronavirus</strong></b></a> exile with <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ski?src=hash""><s>#</s><b>ski</b></a> stickers. For Day 42 I’m returning to childhood fav <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Pico?src=hash""><s>#</s><b>Pico</b></a> in <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Vermont?src=hash""><s>#</s><b>Vermont</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""26578598"" dir=""ltr"" href=""/ski_vermont""><s>@</s><b>ski_vermont</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""47326671"" dir=""ltr"" href=""/PicoMountain""><s>@</s><b>PicoMountain</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/uKDQcNJqiv"">pic.twitter.com/uKDQcNJqiv</a></p>",[],"['coronavirus', 'ski', 'Pico', 'Vermont']",True,"['https://pbs.twimg.com/media/EX77b1bXYAAk17w.jpg', 'https://pbs.twimg.com/media/EX77b1eWsAQ1CrW.jpg']",,3,0,1,True,False,,[]
deliaboard,Renata D'Elia,18331749,1260721482180763649,/deliaboard/status/1260721482180763649,2020-05-13 23:59:59,1589414399,Análise: Base de dados de cartórios traz falhas que impedem calcular efeito real do coronavírus no Brasil https://www1.folha.uol.com.br/equilibrioesaude/2020/05/base-de-dados-de-cartorios-traz-falhas-que-impedem-calcular-efeito-real-do-coronavirus-no-brasil.shtml?utm_source=twitter&utm_medium=social&utm_campaign=comptw …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">Análise: Base de dados de cartórios traz falhas que impedem calcular efeito real do <strong>coronavírus</strong> no Brasil <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www1.folha.uol.com.br/equilibrioesaude/2020/05/base-de-dados-de-cartorios-traz-falhas-que-impedem-calcular-efeito-real-do-coronavirus-no-brasil.shtml?utm_source=twitter&amp;utm_medium=social&amp;utm_campaign=comptw"" dir=""ltr"" href=""https://t.co/eWZnywbpc5"" rel=""nofollow noopener"" target=""_blank"" title=""https://www1.folha.uol.com.br/equilibrioesaude/2020/05/base-de-dados-de-cartorios-traz-falhas-que-impedem-calcular-efeito-real-do-coronavirus-no-brasil.shtml?utm_source=twitter&amp;utm_medium=social&amp;utm_campaign=comptw""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">www1.folha.uol.com.br/equilibrioesau</span><span class=""invisible"">de/2020/05/base-de-dados-de-cartorios-traz-falhas-que-impedem-calcular-efeito-real-do-coronavirus-no-brasil.shtml?utm_source=twitter&amp;utm_medium=social&amp;utm_campaign=comptw</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://www1.folha.uol.com.br/equilibrioesaude/2020/05/base-de-dados-de-cartorios-traz-falhas-que-impedem-calcular-efeito-real-do-coronavirus-no-brasil.shtml?utm_source=twitter&utm_medium=social&utm_campaign=comptw'],[],False,[],,0,0,0,False,False,,[]
dmkeillor,Douglas Keillor,500769076,1260721482151464965,/dmkeillor/status/1260721482151464965,2020-05-13 23:59:59,1589414399,"Our amazing team connecting our dedicated volunteers with youth behind bars despite #COVID19 alternative programming, preventing mental health issues from excessive isolation. Great job! https://twitter.com/jji_esp/status/1260651777696784385 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Our amazing team connecting our dedicated volunteers with youth behind bars despite <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/COVID19?src=hash""><s>#</s><b><strong>COVID19</strong></b></a> alternative programming, preventing mental health issues from excessive isolation. Great job! <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/jji_esp/status/1260651777696784385"" dir=""ltr"" href=""https://t.co/UOyu4hXkDw"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/jji_esp/status/1260651777696784385""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/jji_esp/status</span><span class=""invisible"">/1260651777696784385</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/jji_esp/status/1260651777696784385'],['COVID19'],False,[],,3,1,0,False,False,,[]
geekdude,Gabo,13521752,1260721482105270274,/geekdude/status/1260721482105270274,2020-05-13 23:59:59,1589414399,"Wishing to travel again, wishing we were living simpler times 🙏🏽 #sagradafamilia #barcelona #españa #tapas #lasramblas #travel #viajar #shelterinplace #covid19 #thankyouhealthcareworkers @ Sagrada Famllia https://www.instagram.com/p/CAJbnZAHisD/?igshid=10qu6ppdc4ec3 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Wishing to travel again, wishing we were living simpler times <img alt=""🙏🏽"" aria-label=""Emoji: Folded hands (medium skin tone)"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64f-1f3fd.png"" title=""Folded hands (medium skin tone)""/> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/sagradafamilia?src=hash""><s>#</s><b>sagradafamilia</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/barcelona?src=hash""><s>#</s><b>barcelona</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/espa%C3%B1a?src=hash""><s>#</s><b>españa</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/tapas?src=hash""><s>#</s><b>tapas</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/lasramblas?src=hash""><s>#</s><b>lasramblas</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/travel?src=hash""><s>#</s><b>travel</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/viajar?src=hash""><s>#</s><b>viajar</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/shelterinplace?src=hash""><s>#</s><b>shelterinplace</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/covid19?src=hash""><s>#</s><b><strong>covid19</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/thankyouhealthcareworkers?src=hash""><s>#</s><b>thankyouhealthcareworkers</b></a> @ Sagrada Famllia <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/CAJbnZAHisD/?igshid=10qu6ppdc4ec3"" dir=""ltr"" href=""https://t.co/o1W1YQOcj1"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/CAJbnZAHisD/?igshid=10qu6ppdc4ec3""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/CAJbnZAHisD/</span><span class=""invisible"">?igshid=10qu6ppdc4ec3</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://www.instagram.com/p/CAJbnZAHisD/?igshid=10qu6ppdc4ec3'],"['sagradafamilia', 'barcelona', 'españa', 'tapas', 'lasramblas', 'travel', 'viajar', 'shelterinplace', 'covid19', 'thankyouhealthcareworkers']",False,[],,0,0,0,False,False,,[]
jpinedodelcampo,juan ignacio pinedo,473425309,1260721481983627266,/jpinedodelcampo/status/1260721481983627266,2020-05-13 23:59:59,1589414399,"La instrucción de la Comunidad de Madrid de impedir trasladar a hospitales a ancianos de residencias de la 3a edad con coronavirus, ha hecho que 6 de cada 7 ancianos hayan muerto solos, sin médico y ahogados sin oxígeno. Conoces algún caso? Necesitas ayuda? Quieres justicia?","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">La instrucción de la Comunidad de Madrid de impedir trasladar a hospitales a ancianos de residencias de la 3a edad con <strong>coronavirus</strong>, ha hecho que 6 de cada 7 ancianos hayan muerto solos, sin médico y ahogados sin oxígeno. Conoces algún caso? Necesitas ayuda? Quieres justicia?</p>",[],[],False,[],,1,0,0,False,False,,[]
mkh_hkm,mkh_hkm,967209268314300417,1260721481778114566,/mkh_hkm/status/1260721481778114566,2020-05-13 23:59:58,1589414398,This is the first report I've seen on Coronavirus infection at migrant centers since the virus hit the U.S. What is being done to safeguard the migrants?????,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">This is the first report I've seen on <strong>Coronavirus</strong> infection at migrant centers since the <strong>virus</strong> hit the U.S. What is being done to safeguard the migrants?????</p>",[],[],False,[],,1,0,0,False,True,1260713972833103879,"[{'screen_name': 'CREWcrew', 'user_id': '22187085'}]"
