screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users
alcanzandohoy,Alcanzando Hoy,1532028901,1262171036235284482,/alcanzandohoy/status/1262171036235284482,2020-05-17 23:59:59,1589759999,Conferencia de Prensa #COVID19 | 17 de mayo de 2020 @berthaliciag #QuedateEnCasahttps://twitter.com/GobiernoMX/status/1262170825949507584 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""es"">Conferencia de Prensa <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/COVID19?src=hash""><s>#</s><b><strong>COVID19</strong></b></a> | 17 de mayo de 2020 <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""115684358"" dir=""ltr"" href=""/berthaliciag""><s>@</s><b>berthaliciag</b></a> <span class=""twitter-hashflag-container""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/QuedateEnCasa?src=hash""><s>#</s><b>QuedateEnCasa</b></a><a dir=""ltr"" href=""/hashtag/QuedateEnCasa?src=hash""><img alt="""" class=""twitter-hashflag"" draggable=""false"" src=""https://abs.twimg.com/hashflags/StayHome_2020/StayHome_2020.png""/></a></span><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/GobiernoMX/status/1262170825949507584"" dir=""ltr"" href=""https://t.co/xJQOatoRWN"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/GobiernoMX/status/1262170825949507584""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/GobiernoMX/sta</span><span class=""invisible"">tus/1262170825949507584</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/GobiernoMX/status/1262170825949507584'],"['COVID19', 'QuedateEnCasahttps']",False,[],,1,1,0,False,False,,[]
npquarterly,Nonprofit Quarterly,61206610,1262171035346051072,/npquarterly/status/1262171035346051072,2020-05-17 23:59:59,1589759999,So how will this coming fall semester look like for college students during the #COVID19 pandemic? https://bit.ly/2WXjybO ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">So how will this coming fall semester look like for college students during the <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/COVID19?src=hash""><s>#</s><b><strong>COVID19</strong></b></a> pandemic? <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://bit.ly/2WXjybO"" dir=""ltr"" href=""https://t.co/Zz2tgbdZNf"" rel=""nofollow noopener"" target=""_blank"" title=""https://bit.ly/2WXjybO""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">bit.ly/2WXjybO</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['https://bit.ly/2WXjybO'],['COVID19'],False,[],,2,0,0,False,False,,[]
ihavemoredreams,ihavemoredreams,1197961849314168833,1262171031306940418,/ihavemoredreams/status/1262171031306940418,2020-05-17 23:59:58,1589759998,Sanctions Relief Would Only Make Iran’s Coronavirus Outbreak Worse - NCRI https://www.ncr-iran.org/en/blog/sanctions-relief-would-only-make-irans-coronavirus-outbreak-worse/#.XsHP_YWaijs.twitter …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sanctions Relief Would Only Make Iran’s <strong>Coronavirus</strong> Outbreak Worse - NCRI <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.ncr-iran.org/en/blog/sanctions-relief-would-only-make-irans-coronavirus-outbreak-worse/#.XsHP_YWaijs.twitter"" dir=""ltr"" href=""https://t.co/TLFvgqsZiu"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.ncr-iran.org/en/blog/sanctions-relief-would-only-make-irans-coronavirus-outbreak-worse/#.XsHP_YWaijs.twitter""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">ncr-iran.org/en/blog/sancti</span><span class=""invisible"">ons-relief-would-only-make-irans-coronavirus-outbreak-worse/#.XsHP_YWaijs.twitter</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://www.ncr-iran.org/en/blog/sanctions-relief-would-only-make-irans-coronavirus-outbreak-worse/#.XsHP_YWaijs.twitter'],[],False,[],,0,0,0,False,False,,[]
Robinsm86398738,RAAS,2369787813,1262171030916866048,/Robinsm86398738/status/1262171030916866048,2020-05-17 23:59:58,1589759998,"Pastor urges faith leaders to reopen in defiance of governors' coronavirus orders: 'Step up and roar'

https://www.foxnews.com/media/pastor-brian-gibson-faith-leaders-reopen-coronavirus-governors …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Pastor urges faith leaders to reopen in defiance of governors' <strong>coronavirus</strong> orders: 'Step up and roar'

<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.foxnews.com/media/pastor-brian-gibson-faith-leaders-reopen-coronavirus-governors"" dir=""ltr"" href=""https://t.co/eOpRV2tga5"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.foxnews.com/media/pastor-brian-gibson-faith-leaders-reopen-coronavirus-governors""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">foxnews.com/media/pastor-b</span><span class=""invisible"">rian-gibson-faith-leaders-reopen-coronavirus-governors</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://www.foxnews.com/media/pastor-brian-gibson-faith-leaders-reopen-coronavirus-governors'],[],False,[],,0,0,0,False,False,,[]
Cobajoficial,Barra de Abogados de Jalisco,1030487979192541184,1262171026042978304,/Cobajoficial/status/1262171026042978304,2020-05-17 23:59:57,1589759997,"Se comparte comunicado oficial del @Cobajoficial respecto al transito a la ""Fase 0"" o ""nueva normalidad"" en el Estado de #Jalisco y la impartición de #justicia. 

#coronavirus
@EFToussaint @julio_rios @Velettipic.twitter.com/vEsZ3afgnU","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Se comparte comunicado oficial del <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1030487979192541184"" dir=""ltr"" href=""/Cobajoficial""><s>@</s><b>Cobajoficial</b></a> respecto al transito a la ""Fase 0"" o ""nueva normalidad"" en el Estado de <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Jalisco?src=hash""><s>#</s><b>Jalisco</b></a> y la impartición de <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/justicia?src=hash""><s>#</s><b>justicia</b></a>. 

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/coronavirus?src=hash""><s>#</s><b><strong>coronavirus</strong></b></a>
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""155364516"" dir=""ltr"" href=""/EFToussaint""><s>@</s><b>EFToussaint</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""76730835"" dir=""ltr"" href=""/julio_rios""><s>@</s><b>julio_rios</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""428655919"" dir=""ltr"" href=""/Veletti""><s>@</s><b>Veletti</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/vEsZ3afgnU"">pic.twitter.com/vEsZ3afgnU</a></p>",[],"['Jalisco', 'justicia', 'coronavirus']",True,"['https://pbs.twimg.com/media/EYQh2ecWkAAZQ6M.jpg', 'https://pbs.twimg.com/media/EYQh2yHX0AUXK2O.jpg']",,15,10,1,True,False,,[]
lauradeebesttt,itz LAURA,953834570817785856,1262171025057300481,/lauradeebesttt/status/1262171025057300481,2020-05-17 23:59:57,1589759997,And that’s on PERIODTT 👏👏 like people be disgusted as they walk by you now days like you got the coronavirus or somethin 🙄🤦‍♀️🤦‍♀️,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">And that’s on PERIODTT <img alt=""👏"" aria-label=""Emoji: Clapping hands sign"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f44f.png"" title=""Clapping hands sign""/><img alt=""👏"" aria-label=""Emoji: Clapping hands sign"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f44f.png"" title=""Clapping hands sign""/> like people be disgusted as they walk by you now days like you got the <strong>coronavirus</strong> or somethin <img alt=""🙄"" aria-label=""Emoji: Face with rolling eyes"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f644.png"" title=""Face with rolling eyes""/><img alt=""🤦‍♀️"" aria-label=""Emoji: Woman facepalming"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f926-200d-2640-fe0f.png"" title=""Woman facepalming""/><img alt=""🤦‍♀️"" aria-label=""Emoji: Woman facepalming"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f926-200d-2640-fe0f.png"" title=""Woman facepalming""/></p>",[],[],False,[],,0,0,0,False,True,1261900922222870531,"[{'screen_name': 'kennyonbrown', 'user_id': '2237215052'}]"
SenateandHouse,E. I. Smith,865764283656884224,1262171021798518784,/SenateandHouse/status/1262171021798518784,2020-05-17 23:59:56,1589759996,"""COVID-19 updates for the US"" #covid19 https://twitter.com/i/events/1240677133971644419 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">""COVID-19 updates for the US"" <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/covid19?src=hash""><s>#</s><b><strong>covid19</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/i/events/1240677133971644419"" dir=""ltr"" href=""https://t.co/kAxuUkymAl"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/i/events/1240677133971644419""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/i/events/12406</span><span class=""invisible"">77133971644419</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/i/events/1240677133971644419'],['covid19'],False,[],,0,0,0,False,False,,[]
Georgiacorona,Georgia Coronavirus Tracker,1003444285759508480,1262171021341274113,/Georgiacorona/status/1262171021341274113,2020-05-17 23:59:56,1589759996,Here is some good news for you guys. Below compares the last two weeks #coronavirus numbers and both deaths and cases for the state of Georgia. They are both down compared to last week. pic.twitter.com/CXPi4B5zRt,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Here is some good news for you guys. Below compares the last two weeks <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/coronavirus?src=hash""><s>#</s><b><strong>coronavirus</strong></b></a> numbers and both deaths and cases for the state of Georgia. They are both down compared to last week. <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/CXPi4B5zRt"">pic.twitter.com/CXPi4B5zRt</a></p>",[],['coronavirus'],True,['https://pbs.twimg.com/media/EYQh2oXX0AAyujd.png'],,21,3,3,True,False,,[]
AndyGibsonTV,Andy Gibson - #SaveTheArts,21601866,1262171021098004480,/AndyGibsonTV/status/1262171021098004480,2020-05-17 23:59:56,1589759996,"It says #COVID19 can live on plastic surfaces for 72 hours.

Then...

There's no evidence it can be caught from parcels and letters.

-----

Aren't parcels wrapped in plastic tape?

#COVID19PANDEMIC
#CoronaVirus","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">It says <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/COVID19?src=hash""><s>#</s><b><strong>COVID19</strong></b></a> can live on plastic surfaces for 72 hours.

Then...

There's no evidence it can be caught from parcels and letters.

-----

Aren't parcels wrapped in plastic tape?

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/COVID19PANDEMIC?src=hash""><s>#</s><b>COVID19PANDEMIC</b></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/CoronaVirus?src=hash""><s>#</s><b><strong>CoronaVirus</strong></b></a></p>",[],"['COVID19', 'COVID19PANDEMIC', 'CoronaVirus']",False,[],,0,0,0,False,False,,[]
greggchadwick,Gregg Chadwick,34391224,1262171020338671617,/greggchadwick/status/1262171020338671617,2020-05-17 23:59:55,1589759995,"‘Straight-Up Fire’ in His Veins: Teen Battles New Covid Syndrome
Jack McMorrow, 14, awoke in agony, with heart failure. His case may help doctors understand a frightening new affliction in children linked to the coronavirus. https://www.nytimes.com/2020/05/17/health/coronavirus-multisystem-fnflammatory-syndrome-children-teenagers.html?smid=tw-share …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">‘Straight-Up Fire’ in His Veins: Teen Battles New Covid Syndrome
Jack McMorrow, 14, awoke in agony, with heart failure. His case may help doctors understand a frightening new affliction in children linked to the <strong>coronavirus</strong>. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.nytimes.com/2020/05/17/health/coronavirus-multisystem-fnflammatory-syndrome-children-teenagers.html?smid=tw-share"" dir=""ltr"" href=""https://t.co/kAKdZs4R89"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.nytimes.com/2020/05/17/health/coronavirus-multisystem-fnflammatory-syndrome-children-teenagers.html?smid=tw-share""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">nytimes.com/2020/05/17/hea</span><span class=""invisible"">lth/coronavirus-multisystem-fnflammatory-syndrome-children-teenagers.html?smid=tw-share</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://www.nytimes.com/2020/05/17/health/coronavirus-multisystem-fnflammatory-syndrome-children-teenagers.html?smid=tw-share'],[],False,[],,1,0,0,False,False,,[]
