screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users
paxfinancialgrp,PAX Financial Group,374107458,1276304164235198464,/paxfinancialgrp/status/1276304164235198464,2020-06-25 23:59:59,1593129599,"A Comprehensive Financial Planning Checklist for the New Coronavirus Environment

https://hubs.ly/H0rTtGF0  #FinancialPlanning #Retirement #RetirementPlanning #SanAntonio #Texas","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">A Comprehensive Financial Planning Checklist for the New <strong>Coronavirus</strong> Environment

<a class=""twitter-timeline-link"" data-expanded-url=""https://hubs.ly/H0rTtGF0"" dir=""ltr"" href=""https://t.co/u2PpB3SEMl"" rel=""nofollow noopener"" target=""_blank"" title=""https://hubs.ly/H0rTtGF0""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">hubs.ly/H0rTtGF0</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/FinancialPlanning?src=hash""><s>#</s><b>FinancialPlanning</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Retirement?src=hash""><s>#</s><b>Retirement</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/RetirementPlanning?src=hash""><s>#</s><b>RetirementPlanning</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SanAntonio?src=hash""><s>#</s><b>SanAntonio</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Texas?src=hash""><s>#</s><b>Texas</b></a></p>",['https://hubs.ly/H0rTtGF0'],"['FinancialPlanning', 'Retirement', 'RetirementPlanning', 'SanAntonio', 'Texas']",False,[],,0,0,0,False,False,,[]
Broberts5450827,Broberts,1224411924084867072,1276304161869422593,/Broberts5450827/status/1276304161869422593,2020-06-25 23:59:59,1593129599,"GOP Sens. Cornyn and Cruz say they don't understand why federal funds are being pulled from coronavirus testing sites

@JohnCornyn
@tedcruz 
Come now gentlemen, you know very well why funding is being pulled. The man you both fawn over & his administration has lost interest in -","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">GOP Sens. Cornyn and Cruz say they don't understand why federal funds are being pulled from <strong>coronavirus</strong> testing sites

<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""13218102"" dir=""ltr"" href=""/JohnCornyn""><s>@</s><b>JohnCornyn</b></a>
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""23022687"" dir=""ltr"" href=""/tedcruz""><s>@</s><b>tedcruz</b></a> 
Come now gentlemen, you know very well why funding is being pulled. The man you both fawn over &amp; his administration has lost interest in -</p>",[],[],False,[],,0,0,1,True,False,,[]
MagaImpeachTru6,MAGA Impeach Trump Now,1201875884568805376,1276304161735237634,/MagaImpeachTru6/status/1276304161735237634,2020-06-25 23:59:59,1593129599,"Research exposes how right-wing media misled viewers about the coronavirus. I see a class action lawsuit in the making. 

@foxnews = #fakenews 
⁦@seanhannity⁩ ⁦@TuckerCarlson⁩ ⁦@foxandfriends⁩ #trumphttps://flip.it/ZS95wH ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Research exposes how right-wing media misled viewers about the <strong>coronavirus</strong>. I see a class action lawsuit in the making. 

<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1367531"" dir=""ltr"" href=""/FoxNews""><s>@</s><b>foxnews</b></a> = <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/fakenews?src=hash""><s>#</s><b>fakenews</b></a> 
⁦<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""41634520"" dir=""ltr"" href=""/seanhannity""><s>@</s><b>seanhannity</b></a>⁩ ⁦<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""22703645"" dir=""ltr"" href=""/TuckerCarlson""><s>@</s><b>TuckerCarlson</b></a>⁩ ⁦<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15513604"" dir=""ltr"" href=""/foxandfriends""><s>@</s><b>foxandfriends</b></a>⁩ <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/trump?src=hash""><s>#</s><b>trump</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://flip.it/ZS95wH"" dir=""ltr"" href=""https://t.co/786HkkpPKY"" rel=""nofollow noopener"" target=""_blank"" title=""https://flip.it/ZS95wH""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">flip.it/ZS95wH</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['https://flip.it/ZS95wH'],"['fakenews', 'trumphttps']",False,[],,0,0,1,True,False,,[]
rowanchats,Rowanchats,2200784549,1276304161039093760,/rowanchats/status/1276304161039093760,2020-06-25 23:59:59,1593129599,Unfortunately our country is already there.. the “ open the country “ push and misinformation concerning the coronavirus by trump has created the perfect storm.. we are just beginning to see the peak of infections caused by the irresponsible behavior of large groups of people,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Unfortunately our country is already there.. the “ open the country “ push and misinformation concerning the <strong>coronavirus</strong> by trump has created the perfect storm.. we are just beginning to see the peak of infections caused by the irresponsible behavior of large groups of people</p>",[],[],False,[],,6,6,0,False,True,1276104235021733888,"[{'screen_name': 'axios', 'user_id': '800707492346925056'}]"
soledadtarquini,Sole,203337378,1276304160942669824,/soledadtarquini/status/1276304160942669824,2020-06-25 23:59:59,1593129599,Pero a mí no se me murió ningún familiar de coronavirus. 🤷‍♀️,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Pero a mí no se me murió ningún familiar de <strong>coronavirus</strong>. <img alt=""🤷‍♀️"" aria-label=""Emoji: Woman shrugging"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f937-200d-2640-fe0f.png"" title=""Woman shrugging""/></p>",[],[],False,[],,1,0,1,True,True,1275950208128598023,"[{'screen_name': 'MARCELA11318306', 'user_id': '1192468126962716672'}]"
DavidGr52957428,FXNews24.co.uk,1211359842805268480,1276304160368013312,/DavidGr52957428/status/1276304160368013312,2020-06-25 23:59:59,1593129599,"Coronavirus threatens democracy, prominent figures warn https://fxnews24.co.uk/politics/us-politics/coronavirus-threatens-democracy-prominent-figures-warn/ …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Coronavirus</strong> threatens democracy, prominent figures warn <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://fxnews24.co.uk/politics/us-politics/coronavirus-threatens-democracy-prominent-figures-warn/"" dir=""ltr"" href=""https://t.co/xJbpPy5qpY"" rel=""nofollow noopener"" target=""_blank"" title=""https://fxnews24.co.uk/politics/us-politics/coronavirus-threatens-democracy-prominent-figures-warn/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">fxnews24.co.uk/politics/us-po</span><span class=""invisible"">litics/coronavirus-threatens-democracy-prominent-figures-warn/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://fxnews24.co.uk/politics/us-politics/coronavirus-threatens-democracy-prominent-figures-warn/'],[],False,[],,0,0,0,False,False,,[]
Mas7479Mavis,mavis,2182256689,1276304159361437696,/Mas7479Mavis/status/1276304159361437696,2020-06-25 23:59:58,1593129598,'A new pre-existing condition': Biden rips Trump's coronavirus response and Obamacare assault in fiery speech: https://aol.it/3dwXyL1  via @AOL,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">'A new pre-existing condition': Biden rips Trump's <strong>coronavirus</strong> response and Obamacare assault in fiery speech: <a class=""twitter-timeline-link"" data-expanded-url=""https://aol.it/3dwXyL1"" dir=""ltr"" href=""https://t.co/VDMWlMl20a"" rel=""nofollow noopener"" target=""_blank"" title=""https://aol.it/3dwXyL1""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">aol.it/3dwXyL1</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""66237835"" dir=""ltr"" href=""/AOL""><s>@</s><b>AOL</b></a></p>",['https://aol.it/3dwXyL1'],[],False,[],,0,0,0,False,False,,[]
MitchThomas15,Mitch Thomas ~ #UberCDNResistor,2409470550,1276304157175984136,/MitchThomas15/status/1276304157175984136,2020-06-25 23:59:58,1593129598,"Bettman is just like Trump/#AgentOrange ~ All in the name of the Almighty-$$$ ~ Pick-A-Sport ~ Baseball, NHL, NFL or The All-World Marbles-League for 12-year-olds ~ #COVID19 DOESN'T Care #GoodWorkBonnie #MakeMasksMandatory #KeepWashingYourHands #PhysicalDistancinghttps://twitter.com/Bosa_13/status/1276189173301473280 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Bettman is just like Trump/<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/AgentOrange?src=hash""><s>#</s><b>AgentOrange</b></a> ~ All in the name of the Almighty-$$$ ~ Pick-A-Sport ~ Baseball, NHL, NFL or The All-World Marbles-League for 12-year-olds ~ <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/COVID19?src=hash""><s>#</s><b><strong>COVID19</strong></b></a> DOESN'T Care <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GoodWorkBonnie?src=hash""><s>#</s><b>GoodWorkBonnie</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MakeMasksMandatory?src=hash""><s>#</s><b>MakeMasksMandatory</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/KeepWashingYourHands?src=hash""><s>#</s><b>KeepWashingYourHands</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/PhysicalDistancing?src=hash""><s>#</s><b>PhysicalDistancing</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/Bosa_13/status/1276189173301473280"" dir=""ltr"" href=""https://t.co/C1pNrbcHfi"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/Bosa_13/status/1276189173301473280""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/Bosa_13/status</span><span class=""invisible"">/1276189173301473280</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/Bosa_13/status/1276189173301473280'],"['AgentOrange', 'COVID19', 'GoodWorkBonnie', 'MakeMasksMandatory', 'KeepWashingYourHands', 'PhysicalDistancinghttps']",False,[],,1,0,0,False,False,,[]
tw56itterpp,ちょいエロ吐きます。,2601250628,1276304152998510593,/tw56itterpp/status/1276304152998510593,2020-06-25 23:59:57,1593129597,How coronavirus is transforming online dating and sex(○ﾟ∀ﾟ),"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">How <strong>coronavirus</strong> is transforming online dating and sex(○ﾟ∀ﾟ)</p>",[],[],False,[],,0,0,0,False,False,,[]
nelsonfreirern,Nelson Freire,69042423,1276304152763740160,/nelsonfreirern/status/1276304152763740160,2020-06-25 23:59:57,1593129597,"O médico pediatra NEY FONSECA fala sobre AS CRIANÇAS, OS PAIS E O CORONAVÍRUS  esta semana no programa Ponto de Vista com Nelson Freire 
Domingo às 10h da manhã na BAND pic.twitter.com/4jzVesPZCY","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">O médico pediatra NEY FONSECA fala sobre AS CRIANÇAS, OS PAIS E O <strong>CORONAVÍRUS</strong>  esta semana no programa Ponto de Vista com Nelson Freire 
Domingo às 10h da manhã na BAND <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/4jzVesPZCY"">pic.twitter.com/4jzVesPZCY</a></p>",[],[],True,['https://pbs.twimg.com/media/EbZX23SX0AY0gvz.jpg'],,5,0,0,False,False,,[]
