screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users
OptimumSupply,OptimumSupplyChain,1211800753989283840,1263620588909838337,/OptimumSupply/status/1263620588909838337,2020-05-21 23:59:59,1590105599,"Couldn't be more happy and proud of our customers. Great job @SEKO_Logistics
https://hubs.ly/H0qKVnx0 
#PPE #logistics #COVID19 #donation","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Couldn't be more happy and proud of our customers. Great job <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2500371644"" dir=""ltr"" href=""/SEKO_Logistics""><s>@</s><b>SEKO_Logistics</b></a>
<a class=""twitter-timeline-link"" data-expanded-url=""https://hubs.ly/H0qKVnx0"" dir=""ltr"" href=""https://t.co/cpwgZ0lRcr"" rel=""nofollow noopener"" target=""_blank"" title=""https://hubs.ly/H0qKVnx0""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">hubs.ly/H0qKVnx0</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/PPE?src=hash""><s>#</s><b>PPE</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/logistics?src=hash""><s>#</s><b>logistics</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/COVID19?src=hash""><s>#</s><b><strong>COVID19</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/donation?src=hash""><s>#</s><b>donation</b></a></p>",['https://hubs.ly/H0qKVnx0'],"['PPE', 'logistics', 'COVID19', 'donation']",False,[],,0,0,0,False,False,,[]
Nikolai53653038,SERCH PÉREZ,1261113071809916929,1263620587311824898,/Nikolai53653038/status/1263620587311824898,2020-05-21 23:59:59,1590105599,"En México, siguen sin aplicarse suficientes pruebas para que sepamos de qué magnitud es el coronavirus en el país. Si no se hacen, el gobierno busca ocultar información. Estoy de acuerdo con #NoQueremosMásMentiras","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">En México, siguen sin aplicarse suficientes pruebas para que sepamos de qué magnitud es el <strong>coronavirus</strong> en el país. Si no se hacen, el gobierno busca ocultar información. Estoy de acuerdo con <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/NoQueremosM%C3%A1sMentiras?src=hash""><s>#</s><b>NoQueremosMásMentiras</b></a></p>",[],['NoQueremosMásMentiras'],False,[],,0,0,0,False,False,,[]
caixaead,Caixa de Ferramentas,1133090778937536512,1263620581750181895,/caixaead/status/1263620581750181895,2020-05-21 23:59:58,1590105598,"EM INSTANTES: Às 21h, tem início o Conjuntura & Coronavírus #17, que entrevista Dorberto Carvalho, presidente do Sindicato dos Artistas e Técnicos em Espetáculos e Diversões do Estado de São Paulo

🎥 Clica e prestigia: https://bit.ly/2ZoC9Af ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">EM INSTANTES: Às 21h, tem início o Conjuntura &amp; <strong>Coronavírus</strong> #17, que entrevista Dorberto Carvalho, presidente do Sindicato dos Artistas e Técnicos em Espetáculos e Diversões do Estado de São Paulo

<img alt=""🎥"" aria-label=""Emoji: Movie camera"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f3a5.png"" title=""Movie camera""/> Clica e prestigia: <a class=""twitter-timeline-link"" data-expanded-url=""https://bit.ly/2ZoC9Af"" dir=""ltr"" href=""https://t.co/stK1zYtH1c"" rel=""nofollow noopener"" target=""_blank"" title=""https://bit.ly/2ZoC9Af""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">bit.ly/2ZoC9Af</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['https://bit.ly/2ZoC9Af'],['17'],False,[],,0,0,0,False,False,,[]
michelsheiktjf,MICHEL MENDES ᶜʳᶠ ¹⁸⁹⁵,943250450513584129,1263620580814860290,/michelsheiktjf/status/1263620580814860290,2020-05-21 23:59:58,1590105598,Um abraço pro coronavirus.... pic.twitter.com/rcWY00AGha,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">Um abraço pro <strong>coronavirus</strong>.... <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/rcWY00AGha"">pic.twitter.com/rcWY00AGha</a></p>",[],[],True,['https://pbs.twimg.com/media/EYlINHuWoAEr2lj.jpg'],,4,0,0,False,False,,[]
numbr06,JFS,1539849672,1263620580726714369,/numbr06/status/1263620580726714369,2020-05-21 23:59:58,1590105598,"There are so many factual errors in the article. as an example ""CDC now includes ""surfaces or objects"" under a section that details ways in which the coronavirus does NOT readily transmit."" https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/how-covid-spreads.html …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">There are so many factual errors in the article. as an example ""CDC now includes ""surfaces or objects"" under a section that details ways in which the <strong>coronavirus</strong> does NOT readily transmit."" <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/how-covid-spreads.html"" dir=""ltr"" href=""https://t.co/1187VuzrSV"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/how-covid-spreads.html""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">cdc.gov/coronavirus/20</span><span class=""invisible"">19-ncov/prevent-getting-sick/how-covid-spreads.html</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/how-covid-spreads.html'],[],False,[],,0,0,1,True,True,1263210314457247744,"[{'screen_name': 'angie_rasmussen', 'user_id': '394087611'}, {'screen_name': 'Eater', 'user_id': '26329195'}]"
cvzla18,CSCO 🇻🇪 (E),849386359,1263620580064014337,/cvzla18/status/1263620580064014337,2020-05-21 23:59:57,1590105597,"España, Italia, Francia andan llorando porque su PIB se redujo drásticamente y esperan que se recuperen en 3 años...

Imagínense Venezuela que tiene 7 años con las estadísticas como si el coronavirus hubiese empezado cuando llegó Maduro.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">España, Italia, Francia andan llorando porque su PIB se redujo drásticamente y esperan que se recuperen en 3 años...

Imagínense Venezuela que tiene 7 años con las estadísticas como si el <strong>coronavirus</strong> hubiese empezado cuando llegó Maduro.</p>",[],[],False,[],,1,2,0,False,False,,[]
stanIeyurs,grimes enxovais,734526038974341120,1263620577664909312,/stanIeyurs/status/1263620577664909312,2020-05-21 23:59:57,1590105597,corona vírus morra agora,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt""><strong>corona</strong> <strong>vírus</strong> morra agora</p>",[],[],False,[],,0,0,1,True,True,1263618294252273665,"[{'screen_name': 'arthurparedes_', 'user_id': '736385504359415809'}]"
ohdekuh,Aked'O,2764012659,1263620577190981633,/ohdekuh/status/1263620577190981633,2020-05-21 23:59:57,1590105597,Ok so I found out an old baseball coach died of coronavirus today this shit is real and y’all need to take it seriously.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Ok so I found out an old baseball coach died of <strong>coronavirus</strong> today this shit is real and y’all need to take it seriously.</p>",[],[],False,[],,1,1,0,False,False,,[]
rylee_struble,Rylee Celene,729766637763633152,1263620576721199106,/rylee_struble/status/1263620576721199106,2020-05-21 23:59:57,1590105597,My grandma successfully beat coronavirus!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">My grandma successfully beat <strong>coronavirus</strong>!</p>",[],[],False,[],,26,1,1,True,False,,[]
AndreaW58935022,ANova🇺🇸,3253174248,1263620576624738304,/AndreaW58935022/status/1263620576624738304,2020-05-21 23:59:57,1590105597,#COVID19 #StaySafeStayHomepic.twitter.com/NwWuPiNNg6,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""und""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/COVID19?src=hash""><s>#</s><b><strong>COVID19</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/StaySafeStayHome?src=hash""><s>#</s><b>StaySafeStayHome</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/NwWuPiNNg6"">pic.twitter.com/NwWuPiNNg6</a></p>",[],"['COVID19', 'StaySafeStayHomepic']",True,['https://pbs.twimg.com/media/EYlIN1HXQAAHdxy.jpg'],,0,0,0,False,False,,[]
